"id","prolific_pid","session_id","responses","tp","tn","fp","fn","cumulative_pay","condition","incentive","trial","duration","flags"
10311,"1iu2grfibhjb124","jbjhbu412","7",1,4,0,-7,2600,"ci","5",4,11.689,
10312,"1iu2grfibhjb124","jbjhbu412","1,2",2,5,0,-5,2680,"ci","5",5,5.349,
10313,"1iu2grfibhjb124","jbjhbu412","9,5,7,4,3,10,11",7,5,0,0,2880,"ci","5",6,12.172,
10314,"1iu2grfibhjb124","jbjhbu412","9,3",2,6,0,-4,2720,"ci","5",7,7.157,
10315,"1iu2grfibhjb124","jbjhbu412","5,12",2,8,0,-2,2800,"ci","5",8,12.974,
10316,"1iu2grfibhjb124","jbjhbu412","9,8,5,3",4,7,0,-1,2840,"ci","5",9,4.751,
10268,"87147uygjhsdg61","87ft1uy3gjhdgsa","8,2",2,6,0,0,160,"ci","5",9,5.675,
10269,"87147uygjhsdg61","87ft1uy3gjhdgsa","7,4,6,5",4,3,0,-1,280,"ci","5",18,12.95,
10270,"87147uygjhsdg61","87ft1uy3gjhdgsa","5,7,6,1",4,3,0,-1,400,"ci","5",27,19.801,
10271,"1i24fjbasjhrb12","831urhfba","6,7,2",3,3,0,-2,80,"ci","5",24,6.823,
10272,"1i24fjbasjhrb12","831urhfba","1,8,5,3",4,3,0,-1,200,"ci","5",12,3.468,
10273,"1iu2grfibhjb124","jbjhbu412","3",1,3,0,-4,0,"ci","5",1,36.08,
10274,"1iu2grfibhjb124","jbjhbu412","2",1,4,0,-3,40,"ci","5",2,10.697,
10275,"1iu2grfibhjb124","jbjhbu412","3",1,5,0,-2,120,"ci","5",3,6.551,
10276,"1iu2grfibhjb124","jbjhbu412","4,2",2,4,0,-2,200,"ci","5",4,8.701,
10277,"1iu2grfibhjb124","jbjhbu412","1",1,4,0,-3,240,"ci","5",5,4.611,
10278,"1iu2grfibhjb124","jbjhbu412","8,4",2,3,0,-3,280,"ci","5",6,18.632,
10279,"1iu2grfibhjb124","jbjhbu412","8,6",2,4,0,-2,360,"ci","5",7,4.001,
10280,"1iu2grfibhjb124","jbjhbu412","3,7",2,6,0,0,520,"ci","5",8,4.447,
10281,"1iu2grfibhjb124","jbjhbu412","8,2",2,6,0,0,680,"ci","5",9,4.196,
10282,"1iu2grfibhjb124","jbjhbu412","2",1,3,0,-4,680,"ci","5",10,2.718,
10283,"1iu2grfibhjb124","jbjhbu412","4",1,6,0,-1,800,"ci","5",11,2.609,
10284,"1iu2grfibhjb124","jbjhbu412","1,8,3",3,3,0,-2,880,"ci","5",12,5.186,
10285,"1iu2grfibhjb124","jbjhbu412","3",1,4,0,-3,920,"ci","5",13,3.145,
10286,"1iu2grfibhjb124","jbjhbu412","6,4,2",3,2,0,-3,960,"ci","5",14,3.931,
10287,"1iu2grfibhjb124","jbjhbu412","5,2,1,6",4,2,0,-2,1040,"ci","5",15,4.104,
10288,"1iu2grfibhjb124","jbjhbu412","null",0,4,0,-4,1040,"ci","5",16,5.502,
10289,"1iu2grfibhjb124","jbjhbu412","4,8,5",3,2,0,-3,1080,"ci","5",17,4.257,
10290,"1iu2grfibhjb124","jbjhbu412","5,3",2,3,0,-3,1120,"ci","5",18,6.752,
10291,"1iu2grfibhjb124","jbjhbu412","8",1,4,0,-3,1160,"ci","5",19,6.999,
10292,"1iu2grfibhjb124","jbjhbu412","1,7",2,1,0,-5,1120,"ci","5",20,3.548,
10293,"1iu2grfibhjb124","jbjhbu412","3,2",2,3,0,-3,1160,"ci","5",21,4.636,
10294,"1iu2grfibhjb124","jbjhbu412","6",1,2,0,-5,1120,"ci","5",22,4.786,
10295,"1iu2grfibhjb124","jbjhbu412","1,4",2,3,0,-3,1160,"ci","5",23,3.486,
10296,"1iu2grfibhjb124","jbjhbu412","6,2",2,3,0,-3,1200,"ci","5",24,4.413,
10297,"1iu2grfibhjb124","jbjhbu412","null",0,5,0,-3,1240,"ci","5",25,2.876,
10298,"1iu2grfibhjb124","jbjhbu412","8",1,2,0,-5,1200,"ci","5",26,3.902,
10299,"1iu2grfibhjb124","jbjhbu412","1,6,4,5",4,3,0,-1,1320,"ci","5",27,4.373,
10300,"1iu2grfibhjb124","jbjhbu412","7,8",2,5,0,-1,1440,"ci","5",28,3.704,
10301,"1iu2grfibhjb124","jbjhbu412","5,3",2,5,0,-1,1560,"ci","5",29,5.329,
10302,"1iu2grfibhjb124","jbjhbu412","2,1",2,3,0,-3,1600,"ci","5",30,4.456,
10303,"1iu2grfibhjb124","jbjhbu412","4,2,6,8,7",5,2,0,-1,1720,"ci","5",31,4.764,
10304,"1iu2grfibhjb124","jbjhbu412","4,2,6,3,7",5,3,0,0,1880,"ci","5",32,6.357,
10305,"1iu2grfibhjb124","jbjhbu412","4,3,2,5,8",5,3,0,0,2040,"ci","5",33,5.096,
10306,"1iu2grfibhjb124","jbjhbu412","2,5,6,4,3",5,3,0,0,2200,"ci","5",34,6.759,
10307,"1iu2grfibhjb124","jbjhbu412","4,6,8,7",4,2,0,-2,2280,"ci","5",35,5.229,
10308,"1iu2grfibhjb124","jbjhbu412","4,1",2,4,0,-6,2280,"ci","5",1,10.778,
10309,"1iu2grfibhjb124","jbjhbu412","7,6,9",3,7,0,-2,2440,"ci","5",2,8.904,
10310,"1iu2grfibhjb124","jbjhbu412","2,8,7,11",4,7,0,-1,2640,"ci","5",3,5.417,
10317,"1iu2grfibhjb124","jbjhbu412","5",1,6,0,-5,2680,"ci","5",10,3.437,
10318,"1iu2grfibhjb124","jbjhbu412","6,12,5",3,9,0,0,2920,"ci","5",11,4.774,
10319,"1iu2grfibhjb124","jbjhbu412","1,9,4",3,3,0,-6,2920,"ci","5",12,7.525,
10320,"1iu2grfibhjb124","jbjhbu412","12",1,8,0,-3,3040,"ci","5",13,3.788,
10321,"1iu2grfibhjb124","jbjhbu412","3,9",2,2,0,-8,2960,"ci","5",14,5.313,
10322,"1iu2grfibhjb124","jbjhbu412","6,9,3,12",4,6,0,-2,3120,"ci","5",15,4.986,
10323,"1iu2grfibhjb124","jbjhbu412","10,9",2,5,0,-5,3160,"ci","5",16,4.858,
10324,"1iu2grfibhjb124","jbjhbu412","4,9,5,11,10,12",6,3,0,-3,3280,"ci","5",17,11.957,
10325,"1iu2grfibhjb124","jbjhbu412","5,10,3,6,9,2",5,5,-1,-1,3080,"ci","5",18,10.855,
10326,"1iu2grfibhjb124","jbjhbu412","4,7",2,7,0,-3,3200,"ci","5",19,6.583,
10327,"1iu2grfibhjb124","jbjhbu412","1,8,4,12,7",5,3,0,-4,3280,"ci","5",20,6.029,
10328,"1iu2grfibhjb124","jbjhbu412","3,11,12,2,7,9",6,5,0,-1,3480,"ci","5",21,6.323,
10329,"1iu2grfibhjb124","jbjhbu412","1",1,4,0,-7,3440,"ci","5",22,5.748,
10330,"1iu2grfibhjb124","jbjhbu412","8,4,2",3,5,0,-4,3520,"ci","5",23,5.453,
10331,"1iu2grfibhjb124","jbjhbu412","12,5,6,7,4,10",6,3,0,-3,3640,"ci","5",24,5.188,
10332,"1iu2grfibhjb124","jbjhbu412","10",1,6,0,-5,3680,"ci","5",25,4.185,
10333,"1iu2grfibhjb124","jbjhbu412","12,11,8,9,7",5,3,0,-4,3760,"ci","5",26,6.144,
10334,"1iu2grfibhjb124","jbjhbu412","4,2,8,1,11,5",6,4,0,-2,3920,"ci","5",27,5.622,
10335,"1iu2grfibhjb124","jbjhbu412","3,8",2,8,0,-2,4080,"ci","5",28,5.648,
10336,"1iu2grfibhjb124","jbjhbu412","1,12,7",3,9,0,0,4320,"ci","5",29,5.691,
10337,"1iu2grfibhjb124","jbjhbu412","4,12,8,2,9",5,6,0,-1,4520,"ci","5",30,7.777,
10338,"1iu2grfibhjb124","jbjhbu412","2,10,11,8,12,9,3",7,4,0,-1,4720,"ci","5",31,8.793,
10339,"1iu2grfibhjb124","jbjhbu412","2,9,11,12,7,10,1",7,5,0,0,4960,"ci","5",32,8.019,
10340,"1iu2grfibhjb124","jbjhbu412","12,5,9,4,10,7,11",7,4,0,-1,5160,"ci","5",33,9.833,
10341,"1iu2grfibhjb124","jbjhbu412","2,8,10,3,9,4",6,5,0,-1,5360,"ci","5",34,7.408,
10342,"1iu2grfibhjb124","jbjhbu412","2,9,5,3,12",5,4,0,-3,5480,"ci","5",35,7.735,
10343,"5dc5d66cfd08d4451464d169","0uqjdlipc0cm","1",0,4,-1,-7,-440,"ci","5",17,10.249,
10344,"5dc5d66cfd08d4451464d169","0uqjdlipc0cm","9",1,6,0,-5,-400,"ci","5",34,4.696,
10345,"5dc5d66cfd08d4451464d169","0uqjdlipc0cm","10",1,4,0,-7,-440,"ci","5",15,2.604,
10346,"5dc5d66cfd08d4451464d169","0uqjdlipc0cm","4",0,10,-1,-1,-640,"ci","5",32,3.279,
10347,"5dc5d66cfd08d4451464d169","0uqjdlipc0cm","1",0,5,-1,-6,-1040,"ci","5",13,8.431,
10348,"5dc5d66cfd08d4451464d169","0uqjdlipc0cm","1",0,7,-1,-4,-1360,"ci","5",30,6.854,
10349,"5dc5d66cfd08d4451464d169","0uqjdlipc0cm","12",1,7,0,-4,-1280,"ci","5",11,14.881,
10350,"5dc5d66cfd08d4451464d169","0vhexnmfpsxe","null",0,2,0,-10,-160,"ci","5",7,5.465,
10351,"5dc5d66cfd08d4451464d169","0vhexnmfpsxe","null",0,6,0,-6,-160,"ci","5",14,1.584,
10352,"5dc5d66cfd08d4451464d169","0vhexnmfpsxe","null",0,6,0,-6,-160,"ci","5",21,3.514,
10353,"5dc5d66cfd08d4451464d169","0vhexnmfpsxe","null",0,6,0,-6,-160,"ci","5",28,2.715,
10354,"5dc5d66cfd08d4451464d169","0vhexnmfpsxe","null",0,5,0,-7,-200,"ci","5",35,5.633,
10355,"5dc5c66cfd08d4451464d169","0vhexnmfpsxe","null",0,3,0,-5,-40,"ci","5",13,2.63,
10356,"5dc5c66cfd08d4451464d169","0vhexnmfpsxe","null",0,3,0,-5,-80,"ci","5",26,2.294,
10357,"5dc5c66cfd08d4451464d169","0vhexnmfpsxe","null",0,5,0,-3,-40,"ci","5",3,2.369,
10358,"5dc5c66cfd08d4451464d169","0vhexnmfpsxe","null",0,5,0,-3,0,"ci","5",16,4.724,
10359,"5dc5c66cfd08d4451464d169","0vhexnmfpsxe","null",0,3,0,-5,-40,"ci","5",29,14.499,
10360,"5c8d991047373f001734dcb2","5e9b7b26cb9c77088611d06c","2,11,10,6,8",5,5,0,-2,160,"ci","5",17,30.421,
10361,"5e15e7a61d4607bd245169d9","5e9b7c027f43c807a483a7b8","3",1,3,0,-4,0,"ci","5",17,17.919,
10362,"5e15e7a61d4607bd245169d9","5e9b7c027f43c807a483a7b8","null",0,5,0,-3,40,"ci","5",34,18.195,
10363,"5e15e7a61d4607bd245169d9","5e9b7c027f43c807a483a7b8","2,1",2,3,0,-3,80,"ci","5",15,29.352,
10364,"5e15e7a61d4607bd245169d9","5e9b7c027f43c807a483a7b8","null",0,7,0,-1,200,"ci","5",32,6.175,
10365,"5e15e7a61d4607bd245169d9","5e9b7c027f43c807a483a7b8","null",0,3,0,-5,160,"ci","5",13,25.616,
10366,"5e15e7a61d4607bd245169d9","5e9b7c027f43c807a483a7b8","null",0,6,0,-2,240,"ci","5",30,14.448,
10367,"5e15e7a61d4607bd245169d9","5e9b7c027f43c807a483a7b8","null",0,4,0,-4,240,"ci","5",11,5.961,
10368,"5e15e7a61d4607bd245169d9","5e9b7c027f43c807a483a7b8","2",1,4,0,-3,280,"ci","5",28,32.467,
10369,"5e15e7a61d4607bd245169d9","5e9b7c027f43c807a483a7b8","5,4",2,4,0,-2,360,"ci","5",9,11.61,
10370,"5e15e7a61d4607bd245169d9","5e9b7c027f43c807a483a7b8","null",0,3,0,-5,320,"ci","5",26,9.426,
10371,"5e15e7a61d4607bd245169d9","5e9b7c027f43c807a483a7b8","null",0,2,0,-6,240,"ci","5",7,19.115,
10372,"5e15e7a61d4607bd245169d9","5e9b7c027f43c807a483a7b8","4",1,4,0,-3,280,"ci","5",24,8.483,
10373,"5e15e7a61d4607bd245169d9","5e9b7c027f43c807a483a7b8","2",0,7,-1,0,40,"ci","5",5,9.633,
10374,"5e15e7a61d4607bd245169d9","5e9b7c027f43c807a483a7b8","2,8,3",3,2,0,-3,80,"ci","5",22,10.015,
10375,"5e15e7a61d4607bd245169d9","5e9b7c027f43c807a483a7b8","null",0,5,0,-3,120,"ci","5",3,4.424,
10376,"5e15e7a61d4607bd245169d9","5e9b7c027f43c807a483a7b8","null",0,5,0,-3,160,"ci","5",20,2.974,
10377,"5e15e7a61d4607bd245169d9","5e9b7c027f43c807a483a7b8","4",1,4,0,-3,200,"ci","5",1,3.921,
10378,"5e15e7a61d4607bd245169d9","5e9b7c027f43c807a483a7b8","1",1,4,0,-3,240,"ci","5",18,5.833,
10379,"5e15e7a61d4607bd245169d9","5e9b7c027f43c807a483a7b8","4,8",2,3,0,-3,280,"ci","5",35,4.839,
10380,"5e15e7a61d4607bd245169d9","5e9b7c027f43c807a483a7b8","null",0,5,0,-3,320,"ci","5",16,6.174,
10381,"5e15e7a61d4607bd245169d9","5e9b7c027f43c807a483a7b8","5",1,4,0,-3,360,"ci","5",33,3.223,
10382,"5e15e7a61d4607bd245169d9","5e9b7c027f43c807a483a7b8","8,4",2,4,0,-2,440,"ci","5",14,4.343,
10383,"5e3a9e77e03a192a20a7bd84","5e9b7d7d1a05bf092bb49047","6,4,7,2,1",3,3,-2,0,-640,"ci","5",25,44.758,
10384,"5e3a9e77e03a192a20a7bd84","5e9b7d7d1a05bf092bb49047","3,4,2,8",3,3,-1,-1,-920,"ci","5",14,32.75,
10385,"5e3a9e77e03a192a20a7bd84","5e9b7d7d1a05bf092bb49047","7,1,3,5,4,8",3,2,-3,0,-1960,"ci","5",3,28.654,
10386,"5e3a9e77e03a192a20a7bd84","5e9b7d7d1a05bf092bb49047","2,4,6",3,4,0,-1,-1840,"ci","5",28,18.074,
10387,"5e3a9e77e03a192a20a7bd84","5e9b7d7d1a05bf092bb49047","4,3",2,3,0,-3,-1800,"ci","5",17,9.476,
10388,"5e3a9e77e03a192a20a7bd84","5e9b7d7d1a05bf092bb49047","6,5",2,5,0,-1,-1680,"ci","5",6,9.436,
10389,"5e3a9e77e03a192a20a7bd84","5e9b7d7d1a05bf092bb49047","5,6,7,4,3",5,3,0,0,-1520,"ci","5",31,12.225,
10390,"5e3a9e77e03a192a20a7bd84","5e9b7d7d1a05bf092bb49047","3",1,5,0,-2,-1440,"ci","5",20,10.269,
10391,"5e3a9e77e03a192a20a7bd84","5e9b7d7d1a05bf092bb49047","8,6,4,5",4,4,0,0,-1280,"ci","5",9,8.026,
10392,"5e3a9e77e03a192a20a7bd84","5e9b7d7d1a05bf092bb49047","8",1,5,0,-2,-1200,"ci","5",34,5.856,
10393,"5e3a9e77e03a192a20a7bd84","5e9b7d7d1a05bf092bb49047","3,5",2,3,0,-3,-1160,"ci","5",23,6.92,
10394,"5e3a9e77e03a192a20a7bd84","5e9b7d7d1a05bf092bb49047","2,1,8,5",4,4,0,0,-1000,"ci","5",12,8.467,
10395,"5e3a9e77e03a192a20a7bd84","5e9b7d7d1a05bf092bb49047","7,4",1,3,-1,-3,-1360,"ci","5",1,6.888,
10396,"5e3a9e77e03a192a20a7bd84","5e9b7d7d1a05bf092bb49047","1,7,6",3,3,0,-2,-1280,"ci","5",26,7.639,
10397,"5e3a9e77e03a192a20a7bd84","5e9b7d7d1a05bf092bb49047","6,2,5,1",4,3,0,-1,-1160,"ci","5",15,7.495,
10398,"5e3a9e77e03a192a20a7bd84","5e9b7d7d1a05bf092bb49047","5,6",2,2,0,-4,-1160,"ci","5",4,6.502,
10399,"5e3a9e77e03a192a20a7bd84","5e9b7d7d1a05bf092bb49047","3",1,3,0,-4,-1160,"ci","5",29,7.489,
10400,"5e3a9e77e03a192a20a7bd84","5e9b7d7d1a05bf092bb49047","1",1,4,0,-3,-1120,"ci","5",18,5.407,
10401,"5e3a9e77e03a192a20a7bd84","5e9b7d7d1a05bf092bb49047","4,6",2,2,0,-4,-1120,"ci","5",7,7.292,
10402,"5e3a9e77e03a192a20a7bd84","5e9b7d7d1a05bf092bb49047","2",1,7,0,0,-960,"ci","5",32,6.224,
10403,"5e3a9e77e03a192a20a7bd84","5e9b7d7d1a05bf092bb49047","1,2,3,4,8",4,3,-1,0,-1200,"ci","5",21,7.546,
10404,"5e3a9e77e03a192a20a7bd84","5e9b7d7d1a05bf092bb49047","1,2,4",3,2,0,-3,-1160,"ci","5",10,5.622,
10405,"5e71556788152e079f80b73b","5e9b7f71f4d866088d407478","7,4,1,6,8,3,5",2,0,-5,-1,-1880,"ci","5",19,42.421,
10406,"5e71556788152e079f80b73b","5e9b7f71f4d866088d407478","7,2,8,5,3,6",3,0,-3,-2,-3000,"ci","5",2,28.539,
10407,"5e71556788152e079f80b73b","5e9b7f71f4d866088d407478","7,6,1",0,1,-3,-4,-4200,"ci","5",21,20.66,
10408,"5e71556788152e079f80b73b","5e9b7f71f4d866088d407478","1,7,3,8,4,2",4,0,-2,-2,-4920,"ci","5",4,20.099,
10409,"5e71556788152e079f80b73b","5e9b7f71f4d866088d407478","4,7,8,6,2,1",3,0,-3,-2,-6040,"ci","5",23,14.137,
10410,"5e71556788152e079f80b73b","5e9b7f71f4d866088d407478","7,8,2,1,3,4",1,0,-5,-2,-7960,"ci","5",6,18.755,
10411,"5e71556788152e079f80b73b","5e9b7f71f4d866088d407478","5,4,8,7,3,1",2,1,-4,-1,-9440,"ci","5",25,13.761,
10412,"5e71556788152e079f80b73b","5e9b7f71f4d866088d407478","8,3,7,5,1,2",1,0,-5,-2,-11360,"ci","5",8,10.701,
10413,"5e71556788152e079f80b73b","5e9b7f71f4d866088d407478","3,4",1,2,-1,-4,-11760,"ci","5",27,7.66,
10414,"5e71556788152e079f80b73b","5e9b7f71f4d866088d407478","7,8,4,6,1",5,2,0,-1,-11640,"ci","5",10,7.93,
10415,"5e71556788152e079f80b73b","5e9b7f71f4d866088d407478","4,7,1,6,2",3,1,-2,-2,-12360,"ci","5",29,18.192,
10416,"5e71556788152e079f80b73b","5e9b7f71f4d866088d407478","4,7,6,3",0,0,-4,-4,-13960,"ci","5",12,15.145,
10417,"5e71556788152e079f80b73b","5e9b7f71f4d866088d407478","8,1,2",0,0,-3,-5,-15200,"ci","5",31,8.331,
10418,"5e71556788152e079f80b73b","5e9b7f71f4d866088d407478","6,7,1,5",1,1,-3,-3,-16360,"ci","5",14,6.412,
10419,"5e71556788152e079f80b73b","5e9b7f71f4d866088d407478","4,2,6,7",2,2,-2,-2,-17080,"ci","5",33,6.454,
10420,"5e71556788152e079f80b73b","5e9b7f71f4d866088d407478","2,7,6,5,4,1,8",2,0,-5,-1,-18960,"ci","5",16,8.295,
10421,"5e71556788152e079f80b73b","5e9b7f71f4d866088d407478","3",0,2,-1,-5,-19400,"ci","5",35,5.688,
10422,"5e71556788152e079f80b73b","5e9b7f71f4d866088d407478","8,3,5,4",1,1,-3,-3,-20560,"ci","5",18,9.411,
10423,"5e71556788152e079f80b73b","5e9b7f71f4d866088d407478","5,3,1,6,8,2",3,1,-3,-1,-21640,"ci","5",1,8.751,
10424,"5e71556788152e079f80b73b","5e9b7f71f4d866088d407478","1,6,2,8,7,5,4",2,0,-5,-1,-23520,"ci","5",20,11.135,
10425,"5e71556788152e079f80b73b","5e9b7f71f4d866088d407478","3,5,4,6",0,1,-4,-3,-25080,"ci","5",3,8.191,
10426,"5e71556788152e079f80b73b","5e9b7f71f4d866088d407478","1,5,7,6,4",3,0,-2,-3,-25840,"ci","5",22,8.781,
10427,"5a25b9afb51f2c0001e5da04","5e9b83351de187094ed1acf9","4,1,3,2",4,3,0,-1,120,"ci","5",17,26.337,
10428,"5a25b9afb51f2c0001e5da04","5e9b83351de187094ed1acf9","8",1,5,0,-2,200,"ci","5",34,29.114,
10429,"5a25b9afb51f2c0001e5da04","5e9b83351de187094ed1acf9","4,5,6,1,2",5,3,0,0,360,"ci","5",15,9.164,
10430,"5a25b9afb51f2c0001e5da04","5e9b83351de187094ed1acf9","2",1,7,0,0,520,"ci","5",32,21.637,
10431,"5a25b9afb51f2c0001e5da04","5e9b83351de187094ed1acf9","6,5",2,3,0,-3,560,"ci","5",13,16.641,
10432,"5a25b9afb51f2c0001e5da04","5e9b83351de187094ed1acf9","7,1,5",1,4,-2,-1,-120,"ci","5",30,11.023,
10433,"5a25b9afb51f2c0001e5da04","5e9b83351de187094ed1acf9","7,3,8",2,3,-1,-2,-440,"ci","5",11,7.041,
10434,"5a25b9afb51f2c0001e5da04","5e9b83351de187094ed1acf9","2,4",2,4,0,-2,-360,"ci","5",28,11.917,
10435,"5a25b9afb51f2c0001e5da04","5e9b83351de187094ed1acf9","5,4,8,6",4,4,0,0,-200,"ci","5",9,6.601,
10436,"5a25b9afb51f2c0001e5da04","5e9b83351de187094ed1acf9","7,1,6",3,3,0,-2,-120,"ci","5",26,6.819,
10437,"5a25b9afb51f2c0001e5da04","5e9b83351de187094ed1acf9","4,6",2,2,0,-4,-120,"ci","5",7,7.672,
10438,"5a25b9afb51f2c0001e5da04","5e9b83351de187094ed1acf9","2,4",2,4,0,-2,-40,"ci","5",24,5.092,
10439,"5a25b9afb51f2c0001e5da04","5e9b83351de187094ed1acf9","1,2",0,6,-2,0,-680,"ci","5",5,9.25,
10440,"5a25b9afb51f2c0001e5da04","5e9b83351de187094ed1acf9","3,8,2",3,2,0,-3,-640,"ci","5",22,6.638,
10441,"5a25b9afb51f2c0001e5da04","5e9b83351de187094ed1acf9","1,8,7",3,5,0,0,-480,"ci","5",3,5.883,
10442,"5a25b9afb51f2c0001e5da04","5e9b83351de187094ed1acf9","3",1,5,0,-2,-400,"ci","5",20,5.264,
10443,"5a25b9afb51f2c0001e5da04","5e9b83351de187094ed1acf9","4,7",1,3,-1,-3,-760,"ci","5",1,5.664,
10444,"5a25b9afb51f2c0001e5da04","5e9b83351de187094ed1acf9","2,7,1",3,4,0,-1,-640,"ci","5",18,6.16,
10445,"5a25b9afb51f2c0001e5da04","5e9b83351de187094ed1acf9","1,4,8,7,2",4,2,-1,-1,-920,"ci","5",35,8.936,
10446,"5a25b9afb51f2c0001e5da04","5e9b83351de187094ed1acf9","8,3",2,5,0,-1,-800,"ci","5",16,5.109,
10447,"5a25b9afb51f2c0001e5da04","5e9b83351de187094ed1acf9","1,5,4,3",3,3,-1,-1,-1080,"ci","5",33,5.962,
10448,"5a25b9afb51f2c0001e5da04","5e9b83351de187094ed1acf9","8,2,4,3",3,3,-1,-1,-1360,"ci","5",14,8.216,
10449,"5dc5c66cfd08d4451464d169","0vhexnmfpsxe","null",0,5,0,-3,0,"ci","5",6,4.273,
10450,"5dc5c66cfd08d4451464d169","0vhexnmfpsxe","null",0,5,0,-3,40,"ci","5",19,2.097,
10451,"5dc5c66cfd08d4451464d169","0vhexnmfpsxe","null",0,7,0,-1,160,"ci","5",32,2.15,
10452,"5dc5c66cfd08d4451464d169","0vhexnmfpsxe","null",0,4,0,-4,160,"ci","5",9,1.896,
10453,"5dc5c66cfd08d4451464d169","0vhexnmfpsxe","null",0,2,0,-6,80,"ci","5",22,1.564,
10454,"5dc5c66cfd08d4451464d169","0vhexnmfpsxe","null",0,3,0,-5,40,"ci","5",35,1.482,
10455,"5dc5c66cfd08d4451464d169","0vhexnmfpsxe","null",0,4,0,-4,40,"ci","5",12,1.361,
10456,"5dc5c66cfd08d4451464d169","0vhexnmfpsxe","null",0,5,0,-3,80,"ci","5",25,1.547,
10457,"5dc5c66cfd08d4451464d169","0vhexnmfpsxe","null",0,3,0,-5,40,"ci","5",2,1.692,
10458,"5dc5c66cfd08d4451464d169","0vhexnmfpsxe","null",0,3,0,-5,0,"ci","5",15,1.52,
10459,"5dc5c66cfd08d4451464d169","0vhexnmfpsxe","null",0,4,0,-4,0,"ci","5",28,2.362,
10460,"5dc5c66cfd08d4451464d169","0vhexnmfpsxe","null",0,8,0,0,160,"ci","5",5,1.827,
10461,"5dc5c66cfd08d4451464d169","0vhexnmfpsxe","null",0,4,0,-4,160,"ci","5",18,1.402,
10462,"5dc5c66cfd08d4451464d169","0vhexnmfpsxe","null",0,3,0,-5,120,"ci","5",31,2.546,
10463,"5dc5c66cfd08d4451464d169","0vhexnmfpsxe","null",0,5,0,-3,160,"ci","5",8,2.826,
10464,"5dc5c66cfd08d4451464d169","0vhexnmfpsxe","null",0,4,0,-4,160,"ci","5",21,2.24,
10465,"5dc5c66cfd08d4451464d169","0vhexnmfpsxe","null",0,5,0,-3,200,"ci","5",34,2.815,
10466,"5a25b9afb51f2c0001e5da04","5e9b83351de187094ed1acf9","6,5,7,4,3",5,3,0,0,-1200,"ci","5",31,13.713,
10467,"5a25b9afb51f2c0001e5da04","5e9b83351de187094ed1acf9","8,1,2,5",4,4,0,0,-1040,"ci","5",12,5.855,
10468,"5a25b9afb51f2c0001e5da04","5e9b83351de187094ed1acf9","3,5",2,3,0,-3,-1000,"ci","5",29,9.335,
10469,"5a25b9afb51f2c0001e5da04","5e9b83351de187094ed1acf9","1,4,2",3,2,0,-3,-960,"ci","5",10,5.296,
10470,"5a25b9afb51f2c0001e5da04","5e9b83351de187094ed1acf9","6,8,2,5",4,3,0,-1,-840,"ci","5",27,8.026,
10471,"5a25b9afb51f2c0001e5da04","5e9b83351de187094ed1acf9","6,4,5",3,5,0,0,-680,"ci","5",8,6.348,
10472,"5a25b9afb51f2c0001e5da04","5e9b83351de187094ed1acf9","6,1,2",2,4,-1,-1,-960,"ci","5",25,7.933,
10473,"5a25b9afb51f2c0001e5da04","5e9b83351de187094ed1acf9","5,6",2,5,0,-1,-840,"ci","5",6,9.615,
10474,"5a25b9afb51f2c0001e5da04","5e9b83351de187094ed1acf9","5,3,4",3,3,0,-2,-760,"ci","5",23,6.47,
10475,"5a25b9afb51f2c0001e5da04","5e9b83351de187094ed1acf9","5,6",2,2,0,-4,-760,"ci","5",4,6.147,
10476,"5a25b9afb51f2c0001e5da04","5e9b83351de187094ed1acf9","3,8,4,1,2",4,3,-1,0,-1000,"ci","5",21,10.665,
10477,"5a25b9afb51f2c0001e5da04","5e9b83351de187094ed1acf9","1,4,2,3",3,2,-1,-2,-1320,"ci","5",2,10.132,
10478,"5a25b9afb51f2c0001e5da04","5e9b83351de187094ed1acf9","2",1,5,0,-2,-1240,"ci","5",19,5.404,
10479,"5a25b9afb51f2c0001e5da04","5e9b83351de187094ed1acf9","2,12,10,11,8",5,5,0,-2,-1080,"ci","5",17,24.282,
10480,"5a25b9afb51f2c0001e5da04","5e9b83351de187094ed1acf9","10",1,6,0,-5,-1040,"ci","5",34,14.998,
10481,"5a25b9afb51f2c0001e5da04","5e9b83351de187094ed1acf9","12,9,2,7,1,6,5,4",7,3,-1,-1,-1240,"ci","5",15,14.228,
10482,"5a25b9afb51f2c0001e5da04","5e9b83351de187094ed1acf9","8",1,11,0,0,-1000,"ci","5",32,37.732,
10483,"5a25b9afb51f2c0001e5da04","5e9b83351de187094ed1acf9","12,2,3",3,6,0,-3,-880,"ci","5",13,13.609,
10484,"5a25b9afb51f2c0001e5da04","5e9b83351de187094ed1acf9","11,9,5,2,4",4,7,-1,0,-1040,"ci","5",30,8.316,
10485,"5a25b9afb51f2c0001e5da04","5e9b83351de187094ed1acf9","12,8,4,9,7",5,7,0,0,-800,"ci","5",11,13.041,
10486,"5a25b9afb51f2c0001e5da04","5e9b83351de187094ed1acf9","10,5,3",3,6,0,-3,-680,"ci","5",28,7.628,
10487,"5a25b9afb51f2c0001e5da04","5e9b83351de187094ed1acf9","1,11,12,9",4,6,0,-2,-520,"ci","5",9,10.725,
